ID,"Oznaczenie lokalu","Cena [PLN]","Cena za m² [PLN]","Data aktualizacji","Cena przed zmianą [PLN]","Cena za m² przed zmianą [PLN]","Nazwa dewelopera","Forma prawna dewelopera","Nr NIP","Nr REGON","Nr telefonu","Adres poczty elektronicznej","Adres strony internetowej dewelopera","Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Województwo adresu lokalu, w którym prowadzona jest sprzedaż","Powiat adresu lokalu, w którym prowadzona jest sprzedaż","Gmina adresu lokalu, w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu, w którym prowadzona jest sprzedaż","Ulica adresu lokalu, w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu, w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu, w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu, w którym prowadzona jest sprzedaż","Sposób kontaktu nabywcy z deweloperem"
5866,"Apartament 49/M2",477271.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5876,"Apartament 50/M2",524556.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5886,"Apartament 51/M3",644652.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5896,"Apartament 52/M2",513258.00,11490.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5906,"Apartament 53/M3",793125.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5920,"Apartament 54/M2",440978.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5921,"Apartament 55/M2",477271.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5940,"Apartament 56/M2",570806.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5954,"Apartament 57/M2",489737.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5964,"Apartament 58/M2",570806.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5974,"Apartament 59/M3",800231.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5984,"Apartament 60/M3",627677.00,12390.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
5994,"Apartament 61/M2",543827.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6004,"Apartament 62/M2",451383.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6014,"Apartament 63/M2",519148.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6024,"Apartament z antresolą 64/M4",1065543.00,12290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6034,"Apartament z antresolą 65/M4",1055342.00,12290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6044,"Apartament z antresolą 66/M4",1064191.00,12290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6054,"Apartament z antresolą 67/M3",778940.00,12290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6064,"Apartament z antresolą 82/M4",981262.00,11990.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6074,"Apartament 69/M4",820972.00,12290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6084,"Apartament 70/M2",416105.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6094,"Apartament 71/M3",780625.00,12490.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6108,"Apartament 72/M4",925609.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6118,"Apartament 73/M2",524556.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6128,"Apartament 74/M3",629412.00,12390.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6138,"Apartament 75/M2",516590.00,11490.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6148,"Apartament 76/M3",793125.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6158,"Apartament 77/M4",925609.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6168,"Apartament 78/M2",570806.00,13290.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6178,"Apartament 79/M2",467627.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6188,"Apartament 80/M2",545036.00,12690.00,"2025-09-05 19:11:51",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6198,"Apartament 81/M3",800231.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6213,"Apartament z antresolą 68/M4",1019824.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6225,"Apartament z antresolą 83/M3",792865.00,12490.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6236,"Apartament z antresolą 84/M3",715177.00,12490.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6246,"Apartament z antresolą 85/M3",792865.00,12490.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6256,"Apartament 86/M3",624332.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6266,"Apartament 87/M2",500874.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6276,"Apartament 88/M4",820972.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6286,"Apartament 89/M2",416105.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6296,"Apartament 90/M3",780625.00,12490.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6306,"Apartament 91/M4",896433.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6316,"Apartament 92/M2",516590.00,11490.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6326,"Apartament 93/M3",793125.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6341,"Apartament 94/M4",896433.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6351,"Apartament 95/M2",545036.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6361,"Apartament 96/M2",467627.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6371,"Apartament 97/M2",545036.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6381,"Apartament 98/M3",819393.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6391,"Penthouse z tarasem 99/M4",1275479.00,12490.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6404,"Penthouse z tarasem 100/M3",973094.00,13290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6414,"Penthouse z tarasem 101/M5",1385205.00,11990.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6424,"Apartament z antresolą 102/M3",627527.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6434,"Penthouse z tarasem 103/M5",1188809.00,11990.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6444,"Apartament 104/M4",925609.00,12690.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6454,"Apartament z antresolą 105/M3",836782.00,11990.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6466,"Penthouse z tarasem 106/M5",1287959.00,12990.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6476,"Apartament z tarasem 107/M4",896433.00,12290.00,"2025-09-05 19:11:50",,,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
6486,"Penthouse z tarasem 108/M3",1009109.00,13290.00,"2025-10-03 17:03:32",986331.00,12990.00,"Arkadia Park","indywidualna działalność gospodarcza",9251833765,080011636,"+48 532 11 00 44",sprzedaz@arkadiapark.pl,https://arkadiapark.pl/,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,lubuskie,nowosolski,"Nowa Sól","Nowa Sól",Fredry,1,U2,67-100,"formularz, telefoniczny, e-mail"
